# AUTHORS
# 
# (c) 
#     Aleksander Pohl apohllo@o2.pl
#     Jakub Perlinski 
# 
# LICENSE
#
# This work is distributed under Creative Commons Attribution 3.0 Unported (CC BY 3.0).
# http://creativecommons.org/licenses/by/3.0/
# 
# This work is an extension of OpenCyc Knowledge Base distributed under Apache 2.0 license.
# http://www.opencyc.org/license
# 
# Format: Cyc Concept external ID	Polish mapping	Concept name
Mx4rvVjQXpwpEbGdrcN5Y29ycA	pudełko	Box-Container
Mx4rtpBxBDUxEdqQkQACs71DGQ	furgon	BoxTruck
Mx4rvioStJwpEbGdrcN5Y29ycA	bokser	Boxer-TheDog
Mx4rvViWQZwpEbGdrcN5Y29ycA	bokserki	BoxerShorts
Mx4rvViB0pwpEbGdrcN5Y29ycA	mecz bokserski	BoxingCompetition
Mx4rvVjDtZwpEbGdrcN5Y29ycA	rękawica bokserska	BoxingGlove
Mx4rvVjDdZwpEbGdrcN5Y29ycA	ochraniacz na głowę do boksu	BoxingHeadgear
Mx4rvViXbJwpEbGdrcN5Y29ycA	ring bokserski	BoxingRing
Mx4rvVjDK5wpEbGdrcN5Y29ycA	but bokserski	BoxingShoe
Mx4rvVkC5pwpEbGdrcN5Y29ycA	zawody bokserskie	BoxingSportsEvent
Mx4rvVjD8JwpEbGdrcN5Y29ycA	spodenki bokserskie	BoxingTrunks
Mx4rS1ITmEcbEdqAAAACs71DGQ	skaut	BoyScout
Mx4rwMCh_pwpEbGdrcN5Y29ycA	bojkot	Boycott-Economic
Mx4rvViSOZwpEbGdrcN5Y29ycA	biustonosz	Bra
Mx4rvVj6LZwpEbGdrcN5Y29ycA	bransoletka	Bracelet
Mx4rwP1ca5wpEbGdrcN5Y29ycA	aparat ortodontyczny	BracesForTeeth
Mx4rwM-i5JwpEbGdrcN5Y29ycA	tętnica ramienna	BrachialArtery
Mx4rwNWmO5wpEbGdrcN5Y29ycA	splot ramienny	BrachialPlexus
Mx4rwS3In5wpEbGdrcN5Y29ycA	żyła ramienna	BrachialVein
Mx4rv4C98pwpEbGdrcN5Y29ycA	mięsień ramienny	Brachialis
Mx4rwP1JJZwpEbGdrcN5Y29ycA	brachiacja	Brachiating
Mx4rvVjT65wpEbGdrcN5Y29ycA	mózg	Brain
Mx4rvcryn5wpEbGdrcN5Y29ycA	uraz mózgu	BrainInjury
Mx4rXPkgVB66QdidM5opaXpQdw	tomografia mózgu	BrainScan
Mx4rvYWNlpwpEbGdrcN5Y29ycA	pień mózgu	BrainStem
Mx4rwVWrgZwpEbGdrcN5Y29ycA	guz mózgu	BrainTumorCondition
Mx4rvVjyPZwpEbGdrcN5Y29ycA	linka hamulcowa	BrakeCable
Mx4rvVifG5wpEbGdrcN5Y29ycA	płyn hamulcowy	BrakeFluid
Mx4rwQCQ5JwpEbGdrcN5Y29ycA	dźwignia hamulcowa	BrakeLever
Mx4rvViS7pwpEbGdrcN5Y29ycA	hamowanie	Braking
Mx4rwSpRNZwpEbGdrcN5Y29ycA	rodzaj sił zbrojnych	BranchOfMilitaryService
Mx4rvlUWSJwpEbGdrcN5Y29ycA	brandy	Brandy-Liquor
Mx4rvVjH6pwpEbGdrcN5Y29ycA	mosiądz	Brass
Mx4rvVi-WZwpEbGdrcN5Y29ycA	instrument dęty blaszany	BrassInstrument
Mx4rKuNJ4LteEdmAAAACs6hRjg	wykusz	Brattice
Mx4rj7qmhL7yQdeVG8ldHtnJ9w	kuchnia brazylijska	BrazilianCuisine
Mx4rv1nIXZwpEbGdrcN5Y29ycA	lutowanie twarde	Brazing
Mx4rvVjMeZwpEbGdrcN5Y29ycA	chleb	Bread
Mx4rvVju7JwpEbGdrcN5Y29ycA	kromka chleba	Bread-Slice
Mx4rvViVDpwpEbGdrcN5Y29ycA	chleb pszeniczny	Bread-Wheat
Mx4rTGOTgq8DEdaAAAACs6Mwww	okruch chleba	BreadCrumb
Mx4rv-WP7ZwpEbGdrcN5Y29ycA	maszyna do pieczenia chleba	BreadMaker
Mx4rvViSF5wpEbGdrcN5Y29ycA	forma do chleba	BreadPan
Mx4rvVjUAJwpEbGdrcN5Y29ycA	śniadanie	Breakfast
Mx4rvVjxRJwpEbGdrcN5Y29ycA	płatki śniadaniowe	BreakfastCereal
Mx4rvVisKpwpEbGdrcN5Y29ycA	żywność śniadaniowa	BreakfastFood
Mx4rSsd5jJGQEd2AAADggVbxzQ	zerwanie wiązania chemicznego	BreakingAChemicalBond
Mx4rvdAXhZwpEbGdrcN5Y29ycA	osiągnięcie progu rentowności	BreakingEven
Mx4rvViUDZwpEbGdrcN5Y29ycA	dezintegracja	BreakingEvent
Mx4rvVieB5wpEbGdrcN5Y29ycA	złamanie serwu	BreakingOpponentsServe
Mx4rYG8SOi9TQdiG8KWzU19LbA	przełom	Breakthrough
Mx4rwPuw35wpEbGdrcN5Y29ycA	falochron	Breakwater
Mx4r3tjPKCTVQdeJo47uyrLLEw	falochron	BreakwaterStructure
Mx4rvVjV7ZwpEbGdrcN5Y29ycA	pierś	Breast
Mx4rwF9qpZwpEbGdrcN5Y29ycA	poprawienie wyglądu piersi	BreastEnhancement
Mx4rvh5-eZwpEbGdrcN5Y29ycA	powiększenie piersi	BreastEnlargement
Mx4rwPvUGpwpEbGdrcN5Y29ycA	badanie piersi	BreastExam
Mx4rvyv-3pwpEbGdrcN5Y29ycA	implant piersi	BreastImplant
Mx4rvmHY55wpEbGdrcN5Y29ycA	solny implant piersi	BreastImplant-Saline
Mx4rwP3y0JwpEbGdrcN5Y29ycA	pływanie żabką	Breaststroke
Mx4rwPvanJwpEbGdrcN5Y29ycA	alkomat	Breathalyzer
Mx4rvVi3c5wpEbGdrcN5Y29ycA	oddychanie	Breathing
Mx4r2uagJizVQdiCdrmtkbDisw	hodowca	Breeder
Mx4rllzDMjADQdidro70qhpN5g	bryza	Breeze
Mx4rvVjilJwpEbGdrcN5Y29ycA	browarnik	Brewer
Mx4rvVjzRJwpEbGdrcN5Y29ycA	browar	Brewery
Mx4rvoHYMJwpEbGdrcN5Y29ycA	warzenie	Brewing
Mx4rvW6CWJwpEbGdrcN5Y29ycA	briard	Briard
Mx4rvVj-spwpEbGdrcN5Y29ycA	cegła	Brick
Mx4rvWNv5JwpEbGdrcN5Y29ycA	suknia ślubna	BridalGown
Mx4rvtseXpwpEbGdrcN5Y29ycA	tort weselny	BridesCake
Mx4rwOAVLpwpEbGdrcN5Y29ycA	most wojskowy	Bridge-Military
Mx4rv4wp_5wpEbGdrcN5Y29ycA	pożyczka pomostowa	BridgeFinancing
Mx4rvxiMupwpEbGdrcN5Y29ycA	umowa pożyczki pomostowej	BridgeFinancingAgreement
Mx4rnAg4iNjGQdadRd5DhtGBYw	przyczółek mostowy	Bridgehead
Mx4rqoiMOtwiQdieJv6PupvGxw	pożyczka pomostowa przy zakupie domu	BridgingHomeLoan
Mx4rwPvcipwpEbGdrcN5Y29ycA	uzda	Bridle
Mx4rvYxAYJwpEbGdrcN5Y29ycA	brie	Brie-Cheese
Mx4rvViPwJwpEbGdrcN5Y29ycA	aktówka	Briefcase
Mx4rvVjJ0pwpEbGdrcN5Y29ycA	slipy	Briefs
Mx4rLvHKZDt6EdaAAACgye-oRQ	brygada	Brigade-MilitaryEchelon
Mx4rvViIMpwpEbGdrcN5Y29ycA	szczecina	Bristle
Mx4rvVi-n5wpEbGdrcN5Y29ycA	kuchnia brytyjska	BritishCuisine
Mx4r9TmI_HC5QdmFsLaLDVrK8g	brytyjski dialekt języka angielskiego	BritishEnglishDialect
Mx4rwQCID5wpEbGdrcN5Y29ycA	antena nadawcza	BroadcastAntenna
Mx4rv0UWi5wpEbGdrcN5Y29ycA	audycja	Broadcasting
Mx4rv0Qj7pwpEbGdrcN5Y29ycA	brokuł	Broccoli-Foodstuff
Mx4ri56wTDABQdiK2dNuTXUSwA	broszura	Brochure
Mx4rwBdKR5wpEbGdrcN5Y29ycA	makler	Broker
Mx4rwPkJ45wpEbGdrcN5Y29ycA	makler kredytów hipotecznych	Broker-Mortgage
Mx4rNHFl0PKpEdaGcgABAxv6tg	jon bromku	BromideIon
Mx4rvVj9SJwpEbGdrcN5Y29ycA	brom	Bromine
Mx4rvVjuT5wpEbGdrcN5Y29ycA	oskrzele	BronchialTube
Mx4rvl9iDpwpEbGdrcN5Y29ycA	oskrzelik	Bronchiole
Mx4rwP1Op5wpEbGdrcN5Y29ycA	zapalenie oskrzeli	Bronchitis
Mx4rceUfMpICEdeELAADR6QijQ	przewlekłe zapalenie oskrzeli	Bronchitis-Chronic
Mx4rvVjFXZwpEbGdrcN5Y29ycA	brąz	Bronze-Stuff
Mx4rvWfLN5wpEbGdrcN5Y29ycA	epoka brązu	BronzeAge
Mx4rr2fPAnS7EdaAAACgyZzFrg	brąz	BronzeColor
Mx4rvVi79ZwpEbGdrcN5Y29ycA	brązowy medal	BronzeMedal-Physical
Mx4rvVjjpJwpEbGdrcN5Y29ycA	brosza	Brooch
Mx4rvVjB55wpEbGdrcN5Y29ycA	miotła	Broom
Mx4rvViWRZwpEbGdrcN5Y29ycA	kij od miotły	BroomHandle
Mx4rvV5VcJwpEbGdrcN5Y29ycA	dom publiczny	Brothel
Mx4rYreX3nS-EdaAAACgyZzFrg	brązowe oko	Brown-EyeColor
Mx4r3f0ElnS6EdaAAACgyZzFrg	brunetka	Brown-HairColor
Mx4rvVjz_ZwpEbGdrcN5Y29ycA	niedźwiedź brunatny	BrownBear
Mx4rBo6OhHTAEdaAAACgyZzFrg	brązowy	BrownColor
Mx4rvrCAMJwpEbGdrcN5Y29ycA	pelikan brunatny	BrownPelican
Mx4rvjm315wpEbGdrcN5Y29ycA	pustelnik brunatny	BrownRecluseSpider
Mx4rvs3j15wpEbGdrcN5Y29ycA	ryż brązowy	BrownRice-Foodstuff
Mx4rvnFc_5wpEbGdrcN5Y29ycA	odłóg	Brownfield
Mx4rwRlw2ZwpEbGdrcN5Y29ycA	bruceloza	Brucellosis
Mx4rvzbt6ZwpEbGdrcN5Y29ycA	brucyt	Brucite
Mx4rwP1SIJwpEbGdrcN5Y29ycA	stłuczenie	Bruise
Mx4rvVjkhJwpEbGdrcN5Y29ycA	szczotka	Brush
Mx4rwGBtoZwpEbGdrcN5Y29ycA	mycie zębów	BrushingTeeth
Mx4rwP3j2ZwpEbGdrcN5Y29ycA	brukselka	BrusselsSprout
Mx4rxSS40jF6QdiPxNMXGzSojA	brutalność	Brutality
Mx4rBVzCorKFEdmAhAACs6hRjg	brutalizowanie	BrutalizingSomeone
Mx4rvVjo05wpEbGdrcN5Y29ycA	mszak	Bryophyte
Mx4rvnCbwpwpEbGdrcN5Y29ycA	dżuma	BubonicPlague
Mx4rvVi285wpEbGdrcN5Y29ycA	wiadro	Bucket
Mx4rQSKjtksCEdqAAAACs6hO_g	przenośnik kubełkowy pionowy	BucketElevator
Mx4rvVjraZwpEbGdrcN5Y29ycA	sprzączka	Buckle-Fastener
Mx4rveeai5wpEbGdrcN5Y29ycA	Budda	Buddha
Mx4rvVjmnZwpEbGdrcN5Y29ycA	buddyzm	Buddhism
Mx4rwMYExJwpEbGdrcN5Y29ycA	buddyjski podarunek	BuddhistGift
Mx4ryMpFJP29QdeIwoHAykcdgA	buddyjski mnich	BuddhistMonk
Mx4rvgDGwJwpEbGdrcN5Y29ycA	świątynia buddyjska	BuddhistTemple
Mx4rvh16tZwpEbGdrcN5Y29ycA	pączkowanie	Budding-Cellular
Mx4r6u2hlPAjQdaVD-psjvnIrw	papużka falista	Budgerigar
Mx4rvVih4ZwpEbGdrcN5Y29ycA	budżet	Budget
Mx4rvVkMf5wpEbGdrcN5Y29ycA	dział budżetu	BudgetDepartment
Mx4rvVjS0JwpEbGdrcN5Y29ycA	budżet	BudgetDescriptionDocument
Mx4rvVkCr5wpEbGdrcN5Y29ycA	bawół	Buffalo
Mx4rvVj6u5wpEbGdrcN5Y29ycA	bufor	Buffer
Mx4rvWgSJpwpEbGdrcN5Y29ycA	kredens	Buffet-PieceOfFurniture
Mx4rwKPMr5wpEbGdrcN5Y29ycA	pluskwa	Bug-InformationGatheringDevice
Mx4rF6p9PHS_EdaAAACgyZzFrg	bug	Bug-Software
Mx4r4g8oqDL1QdeTNvSjgese_Q	raport błędu	BugReport
Mx4rvVj7KJwpEbGdrcN5Y29ycA	budynek	Building
Mx4rvVkDGpwpEbGdrcN5Y29ycA	sprzątanie	BuildingCleaningChore
Mx4rvVkJNJwpEbGdrcN5Y29ycA	prawo budowlane	BuildingCode
Mx4rvgEX5ZwpEbGdrcN5Y29ycA	ocieplenie budynku	BuildingInsulation
Mx4rwI0z35wpEbGdrcN5Y29ycA	konserwacja budynku	BuildingMaintenance
Mx4rwQr0i5wpEbGdrcN5Y29ycA	materiał budowlany	BuildingMaterial
Mx4rwFC1Y5wpEbGdrcN5Y29ycA	pozwolenie na budowę	BuildingPermit-PIT
Mx4rvVjm5JwpEbGdrcN5Y29ycA	system alarmowy budynku	BuildingSecuritySystem
Mx4r1n91NLi3EdmAAAACs6hRjg	budowa	BuildingSomething-Supervising
Mx4rvVjzapwpEbGdrcN5Y29ycA	wbudowana kuchenka	BuiltInCookingRange
Mx4rvVjzKZwpEbGdrcN5Y29ycA	wbudowane urządzenie	BuiltInDevice
Mx4r-OLLaPfbEdmAAAACs6hO_g	teren zabudowany	BuiltUpArea
Mx4rvVjxSJwpEbGdrcN5Y29ycA	cebulka	Bulb-ThePlantPart
Mx4rvViXe5wpEbGdrcN5Y29ycA	język bułgarski	BulgarianLanguage
Mx4rvygbPJwpEbGdrcN5Y29ycA	bulimia	Bulimia
Mx4rviBZo5wpEbGdrcN5Y29ycA	masowiec	BulkCargoShip
Mx4rvViLXZwpEbGdrcN5Y29ycA	byk	Bull-Cattle
Mx4rvfrdTZwpEbGdrcN5Y29ycA	buhaj	Bull-MaleHerdAnimal
Mx4rwTC5dJwpEbGdrcN5Y29ycA	bulmastif	BullMastiff
Mx4rvVjhWZwpEbGdrcN5Y29ycA	buldog	Bulldog
Mx4rvVj_AJwpEbGdrcN5Y29ycA	buldożer	Bulldozer
Mx4rwCKKgpwpEbGdrcN5Y29ycA	tablica ogłoszeń	BulletinBoard-Physical
Mx4rvVjmiJwpEbGdrcN5Y29ycA	corrida	Bullfight
Mx4rvViRv5wpEbGdrcN5Y29ycA	żaba rycząca	Bullfrog
Mx4rxLG1tiwcQdiZKM2FHB6LZw	włóczęga	Bum
Mx4rvfVwopwpEbGdrcN5Y29ycA	naklejka na zderzak	BumperSticker
Mx4rvViWFZwpEbGdrcN5Y29ycA	bułka	Bun
Mx4rDrDZAPrmEdmAAAAOpmP6tw	bunkier	Bunker
Mx4r0neufDFjEduAAAAH6Q2Zvw	palnik bunsenowski	BunsenBurner
Mx4rvgD3u5wpEbGdrcN5Y29ycA	boja	Buoy
Mx4rvguIoZwpEbGdrcN5Y29ycA	biurokracja	Bureaucracy
Mx4rlyM6Jyp4EdiUfwAH6RYvSQ	biurokrata	Bureaucrat
Mx4rdaj8KizSQdiAMNPdEsK_tA	włamywacz	Burglar
Mx4roKKJjjAOQdiKlM3KCYh4og	burka	Burka
Mx4rwQru3JwpEbGdrcN5Y29ycA	oddział oparzeń	BurnCareUnit
Mx4rv71HJpwpEbGdrcN5Y29ycA	oparzenie	BurnInjury
Mx4rvVi6Z5wpEbGdrcN5Y29ycA	palnik	Burner
Mx4rwJQgh5wpEbGdrcN5Y29ycA	spalenie	Burning-Execution
Mx4rvVjQkpwpEbGdrcN5Y29ycA	beknięcie	Burping
Mx4rvlYhcpwpEbGdrcN5Y29ycA	zapalenie kaletki	Bursitis
Mx4rvVkAUpwpEbGdrcN5Y29ycA	kierowca autobusu	BusDriver
Mx4rv6DY65wpEbGdrcN5Y29ycA	przewoźnik autobusowy	BusLine
Mx4rv-AifZwpEbGdrcN5Y29ycA	sieć o topologii szyny	BusNetwork
Mx4rxo_8EPHDEdaO6gABAkLVdg	protokół szyny	BusProtocol
Mx4rGyB6uGbnQdichKPFIDIErQ	dworzec autobusowy	BusStation
Mx4rwQBSiJwpEbGdrcN5Y29ycA	przystanek autobusowy	BusStop
Mx4rK31_NMQNEdqAAACQJw5drg	wiata przystankowa	BusStopShelter
Mx4raD56EC9uEdqAAAACs71DGQ	bilet autobusowy	BusTicket
Mx4rvViaLZwpEbGdrcN5Y29ycA	krzak	Bush
Mx4rt41-XLtdEdmAAAACs6hRjg	tuleja	Bushing
Mx4ruiAbDOXDEdqAAAACs2IKaQ	dokument biznesowy	Business-RelatedDocument
Mx4rvcB31JwpEbGdrcN5Y29ycA	doradca biznesowy	BusinessAdvisor
Mx4rvVjOdZwpEbGdrcN5Y29ycA	wizytówka	BusinessCard
Mx4rwP1H1pwpEbGdrcN5Y29ycA	strój biznesowy	BusinessClothing
Mx4rwAfrw5wpEbGdrcN5Y29ycA	program biurowy	BusinessComputerProgram
Mx4rvViMOJwpEbGdrcN5Y29ycA	zdarzenie biznesowe	BusinessEvent
Mx4rvXOCN5wpEbGdrcN5Y29ycA	maszyna biurowa	BusinessMachine
Mx4rvVjgWJwpEbGdrcN5Y29ycA	spotkanie biznesowe	BusinessMeeting
Mx4rvV_9d5wpEbGdrcN5Y29ycA	umowa o partnerstwie	BusinessPartnershipAgreement
Mx4rwPzQ6pwpEbGdrcN5Y29ycA	biznesmen	BusinessPerson
Mx4rwP1dOJwpEbGdrcN5Y29ycA	biznesplan	BusinessPlanDocument
Mx4rwQr8yJwpEbGdrcN5Y29ycA	działanie związane ze współpracą handlową	BusinessRelationshipActivity
Mx4rvVjp6ZwpEbGdrcN5Y29ycA	szkoła handlowa	BusinessSchool
Mx4rwP1S8pwpEbGdrcN5Y29ycA	dział biznesowy czasopisma	BusinessSectionOfPeriodical
Mx4rvViWLJwpEbGdrcN5Y29ycA	garnitur służbowy	BusinessSuit
Mx4rvf974JwpEbGdrcN5Y29ycA	osoba podróżująca służbowo	BusinessTraveller
Mx4rvViEVpwpEbGdrcN5Y29ycA	podróż służbowa	BusinessTrip
Mx4r65cNDLAUEdmAAAACs71DGQ	popiersie	Bust-Sculpture
Mx4razIy9nZnQdeF5IOKnVH0vg	butadien	Butadiene
Mx4rB9JDHuzrQdaF49nfLMJO7Q	butan	Butane
Mx4rbYXtHvtQQdaVspLSFJ3Sow	kwas masłowy	ButanoicAcid
Mx4raniSkkQmQdeVKeGRc32idA	alkohol butylowy	Butanol
Mx4rvVjvqJwpEbGdrcN5Y29ycA	rzeźnik	Butcher
Mx4rvVjArJwpEbGdrcN5Y29ycA	sklep mięsny	ButcherShop
Mx4roSYVSi9NQdiUX6ztaaHkCw	lokaj	Butler
Mx4rvVj3aZwpEbGdrcN5Y29ycA	masło	Butter
Mx4rvVj1apwpEbGdrcN5Y29ycA	maselnica	ButterChurn
Mx4rvyinbpwpEbGdrcN5Y29ycA	maselniczka	ButterDish
Mx4ruEm9Gv39QdieBqibj0n2Zw	nóż do masła	ButterKnife
Mx4rwP3yNJwpEbGdrcN5Y29ycA	pływanie stylem motylkowym	ButterflySwimStroke
Mx4rwQCRT5wpEbGdrcN5Y29ycA	maślanka	Buttermilk
Mx4rvVkIs5wpEbGdrcN5Y29ycA	przycisk	Button-ControlDevice
Mx4rvgH6F5wpEbGdrcN5Y29ycA	koszula z przypinanymi rogami kołnierzyka	ButtonDownShirt
Mx4rvVjbiZwpEbGdrcN5Y29ycA	guzik	ButtonTheFastener
Mx4rmOezxFWXQdeIk5WuemDBOg	zapora filarowa	ButtressDam
Mx4rrqXn_twiQdiVpYCanGOHTg	kredyt hipoteczny na zakup mieszkania na wynajem	BuyToLetMortgage
Mx4rN7MT0CqlQdiAdNUsy98mfw	odkupienie	Buyback
Mx4rvVjb6JwpEbGdrcN5Y29ycA	specjalista do spraw zakupów	Buyer-Professional
Mx4rvVjL2pwpEbGdrcN5Y29ycA	zakup	Buying
Mx4rvVjbSZwpEbGdrcN5Y29ycA	kupowanie usługi	BuyingAService
Mx4rvViPjpwpEbGdrcN5Y29ycA	kupowanie	BuyingActivity
Mx4rvVkJVZwpEbGdrcN5Y29ycA	kupowanie przedmiotu	BuyingAnObject
Mx4rPgQlZitlEdiUgQAH6RYvSQ	wykup	Buyout
Mx4rWgR1hGnZEdaAAABQ2sS97g	obejście	BypassingSomething
Mx4rv0PXAZwpEbGdrcN5Y29ycA	bytownit	Bytownite
Mx4rwP1qBZwpEbGdrcN5Y29ycA	tomograf komputerowy	CATScanner
Mx4rvgDBTZwpEbGdrcN5Y29ycA	sterownik odtwarzacza płyt kompaktowych	CD-ROMDriver
Mx4rvVjYLZwpEbGdrcN5Y29ycA	odtwarzacz płyt kompaktowych	CDPlayer-AudioComponent
Mx4rvp9gzZwpEbGdrcN5Y29ycA	program do odtwarzania płyt kompaktowych	CDPlayerProgram
Mx4rvjsMTpwpEbGdrcN5Y29ycA	program do zgrywania płyt kompaktowych	CDRipper
Mx4r_vLaYrWHQdiYQt9lZfZ1Hg	dyrektor Centralnej Agencji Wywiadowczej	CIADirector
Mx4rvVkMiJwpEbGdrcN5Y29ycA	prędkość procesora	CPUSpeed
Mx4rDL0_8udVEdmAAAACs71DGQ	wytwór umysłowy opublikowany w sieci	CWPublishedOnline
Mx4rwQCONJwpEbGdrcN5Y29ycA	kapusta	Cabbage-Foodstuff
Mx4rvVioqpwpEbGdrcN5Y29ycA	kapusta	CabbagePlant
Mx4rvaD63JwpEbGdrcN5Y29ycA	chata	Cabin
Mx4rvViGYpwpEbGdrcN5Y29ycA	kabinet	Cabinet-PieceOfFurniture
Mx4rN9jcdnpdQdeUGJeZMJJAog	członek gabinetu	CabinetOfficer
Mx4rwQCNY5wpEbGdrcN5Y29ycA	kabel	Cable
Mx4rwK5ZVZwpEbGdrcN5Y29ycA	dekoder	CableDescrambler
Mx4rOispjGd5EdqAAAACs6hnlQ	pojazd z napędem linowym	CableDrivenConveyance
Mx4rHWtoUUjkEdaKIQACs0uFOQ	modem kablowy	CableModem
Mx4rwO0BoZwpEbGdrcN5Y29ycA	gniazdo telewizji kablowej	CableSocket
Mx4rvjMrW5wpEbGdrcN5Y29ycA	sieć telewizji kablowej	CableTVNetwork
Mx4rwOHJppwpEbGdrcN5Y29ycA	transmisja telewizji kablowej	CableTVTransmitting
Mx4rvVjCY5wpEbGdrcN5Y29ycA	kakaowiec	CacaoTree
Mx4rvVib2JwpEbGdrcN5Y29ycA	kaktus	Cactus
Mx4rh0NxSi8gQdiCdsL_EM_5Fw	kadet	Cadet
Mx4rvVifsZwpEbGdrcN5Y29ycA	kadm	Cadmium
Mx4rv4eRWpwpEbGdrcN5Y29ycA	zatrucie kadmem	CadmiumPoisoning
Mx4rwQCHQZwpEbGdrcN5Y29ycA	kawiarnia	Cafe-Organization
Mx4rwBjRC5wpEbGdrcN5Y29ycA	kawiarnia	Cafe-Place
Mx4rvVkGY5wpEbGdrcN5Y29ycA	stołówka	CafeteriaSpace
Mx4rvVkLW5wpEbGdrcN5Y29ycA	kofeina	Caffeine
Mx4rvgXr5pwpEbGdrcN5Y29ycA	kaftan	Caftan
Mx4rvViDipwpEbGdrcN5Y29ycA	ciasto	Cake
Mx4rvVjU_ZwpEbGdrcN5Y29ycA	forma do ciasta	CakePan
Mx4rwDFlVZwpEbGdrcN5Y29ycA	kalaweryt	Calaverite
Mx4rvYlqO5wpEbGdrcN5Y29ycA	kość piętowa	Calcaneus
Mx4rwNA8MpwpEbGdrcN5Y29ycA	kalcyt	Calcite
Mx4rwHJAD5wpEbGdrcN5Y29ycA	kalcytonina	Calcitonin
Mx4rvViyo5wpEbGdrcN5Y29ycA	wapń	Calcium
Mx4rlqErqnXLQdeLaP9eHjTigA	karbid	CalciumCarbide
Mx4rwU9YjZwpEbGdrcN5Y29ycA	węglan wapnia	CalciumCarbonate
Mx4rbaPpQERXQdeZ_ZSNNmPtEg	chlorek wapnia	CalciumChloride
Mx4rxKQTJmoLQdeV8PgfB9oBuQ	fluorek wapnia	CalciumFluoride
Mx4rkKv4EiNkEdeO-QACs1uxFw	wodorek wapnia	CalciumHydride
Mx4r3Htk4PvPQdaAvcsBqzprlw	wodorotlenek wapnia	CalciumHydroxide
Mx4rpsa4MgyVQdecDO_FnKSQGQ	podchloryn wapnia	CalciumHypochlorite
Mx4rNG-4IfKpEdaGcgABAxv6tg	jon wapniowy	CalciumIon
Mx4r5KnapvNqQdaecf4ER66K5A	tlenek wapnia	CalciumMonoxide
Mx4rvVjatJwpEbGdrcN5Y29ycA	kalkulator	Calculator
Mx4rwIe48pwpEbGdrcN5Y29ycA	program obliczeniowy	CalculatorProgram
Mx4rvVi7NpwpEbGdrcN5Y29ycA	kalendarz	Calendar-Document
Mx4rvVi49pwpEbGdrcN5Y29ycA	dane stulecie	CalendarCentury
Mx4rvVi5N5wpEbGdrcN5Y29ycA	dana dekada	CalendarDecade
Mx4rwPcfnpwpEbGdrcN5Y29ycA	dane półwiecze	CalendarHalfCentury
Mx4rvViTO5wpEbGdrcN5Y29ycA	dana godzina	CalendarHour
Mx4rvVi5_JwpEbGdrcN5Y29ycA	dana minuta	CalendarMinute
Mx4rvVjAKZwpEbGdrcN5Y29ycA	dany miesiąc	CalendarMonth
Mx4r0QSDOF4BEdaAAAABAxv-7A	kalendarz komputerowy	CalendarProgram
Mx4rwQrkx5wpEbGdrcN5Y29ycA	dany kwartał	CalendarQuarter
Mx4rvgEU5pwpEbGdrcN5Y29ycA	kalendarzowa pora roku	CalendarSeason
Mx4rvViCPpwpEbGdrcN5Y29ycA	dana sekunda	CalendarSecond
Mx4rvVjPhpwpEbGdrcN5Y29ycA	kalendarz	CalendarSystem
Mx4rvVjAZJwpEbGdrcN5Y29ycA	dany tydzień	CalendarWeek
Mx4rwQCfBJwpEbGdrcN5Y29ycA	dany weekend	CalendarWeekend
Mx4rvgEW85wpEbGdrcN5Y29ycA	kalendarzowa zima	CalendarWinter
Mx4rQ_UtqKZtEdaAAACgycbRfg	dany tydzień roboczy	CalendarWorkWeek
Mx4rvVjyV5wpEbGdrcN5Y29ycA	dany rok	CalendarYear
Mx4rvVi-BZwpEbGdrcN5Y29ycA	łydka	Calf-AnimalBodyPart
Mx4rvVjBMJwpEbGdrcN5Y29ycA	cielę	Calf-TheAnimal
Mx4rvVjcapwpEbGdrcN5Y29ycA	mięsień łydki	CalfMuscle
Mx4rwQr6eZwpEbGdrcN5Y29ycA	kaliber	Caliber
Mx4rwJ1NRpwpEbGdrcN5Y29ycA	kondor kalifornijski	CaliforniaCondor
Mx4rv6lIJpwpEbGdrcN5Y29ycA	kaliforn	Californium
Mx4rvWXot5wpEbGdrcN5Y29ycA	suwmiarka	Caliper
Mx4rfXyMUrgqEdmAAAACs0x8nw	kalifat	Caliphate
Mx4re1mvanS6EdaAAACgyZzFrg	pożyczka płatna na żądanie	CallLoan
Mx4rwCe7EZwpEbGdrcN5Y29ycA	opcja kupna	CallOption
Mx4rvnTZ5ZwpEbGdrcN5Y29ycA	kaligrafia	Calligraphy-ArtObject
Mx4rHfxamHSwEdaAAACgyZzFrg	styl kaligraficzny	CalligraphyStyleOfWriting
Mx4rvu8YQpwpEbGdrcN5Y29ycA	kaligrafowanie	CalligraphyWriting
Mx4rJVel8rZqEdmFRAACs6hRjg	wydawanie poleceń	CallingTheShots
Mx4rvbLVsZwpEbGdrcN5Y29ycA	nagniotek	CallusOnSkin
Mx4rXX0VRDFyEduAAAACs6hRXg	kalorymetr	Calorimeter
Mx4rvhsfSJwpEbGdrcN5Y29ycA	calvados	Calvados-Brandy
Mx4rvVjWgpwpEbGdrcN5Y29ycA	kielich	Calyx
Mx4rvgav5ZwpEbGdrcN5Y29ycA	krzywka	Cam-ForceConverter
Mx4rvVkAwpwpEbGdrcN5Y29ycA	wielbłąd	Camel
