# AUTHORS
# 
# (c) 
#     Aleksander Pohl apohllo@o2.pl
#     Jakub Perlinski 
# 
# LICENSE
#
# This work is distributed under Creative Commons Attribution 3.0 Unported (CC BY 3.0).
# http://creativecommons.org/licenses/by/3.0/
# 
# This work is an extension of OpenCyc Knowledge Base distributed under Apache 2.0 license.
# http://www.opencyc.org/license
# 
# Format: Cyc Concept external ID	Polish mapping	Concept name
Mx4rvVkL15wpEbGdrcN5Y29ycA	kabel zasilający	PowerCord
Mx4rwQCX9JwpEbGdrcN5Y29ycA	kabina ciężarówki	TruckCab-Compartment
Mx4rvViCSpwpEbGdrcN5Y29ycA	kabina pasażera w pojeździe drogowym	RoadVehiclePassengerCompartment
Mx4rvVjZIZwpEbGdrcN5Y29ycA	kabina prysznicowa	ShowerStall
Mx4rvVibjZwpEbGdrcN5Y29ycA	kabina windy	ElevatorCar
Mx4rvViGYpwpEbGdrcN5Y29ycA	kabinet	Cabinet-PieceOfFurniture
Mx4rvVih3ZwpEbGdrcN5Y29ycA	kabriolet	ConvertibleCar
Mx4rwQBZqJwpEbGdrcN5Y29ycA	kabura	Holster
Mx4rvVj4kJwpEbGdrcN5Y29ycA	kaczka	Duck
Mx4rPn6VeHj3EdyAAADggVbxzQ	kadencja	TermOfService
Mx4rh0NxSi8gQdiCdsL_EM_5Fw	kadet	Cadet
Mx4rvVifsZwpEbGdrcN5Y29ycA	kadm	Cadmium
Mx4rwQCLoJwpEbGdrcN5Y29ycA	kadłub okrętu	Hull
Mx4rvVjTn5wpEbGdrcN5Y29ycA	kadłub samolotu	AirplaneFuselage
Mx4rvVjT4ZwpEbGdrcN5Y29ycA	kadłub samolotu pasażerskiego	PassengerAirplaneFuselage
Mx4ra4NKtF9BQdmChPXowWVxZg	kafejka internetowa	InternetCafe-Organization
Mx4rvgXr5pwpEbGdrcN5Y29ycA	kaftan	Caftan
Mx4rwJnuSZwpEbGdrcN5Y29ycA	kaganiec	MuzzleForAnimal
Mx4rvViqpZwpEbGdrcN5Y29ycA	kajak	Kayak
Mx4rwQwkTZwpEbGdrcN5Y29ycA	kajakarstwo	Kayaking
Mx4rHrF1HCwWQdieQ_mNI48hhg	kajzerka	KaiserRoll
Mx4r7y43RvAjQdaWw8txoC6XFw	kakadu	Cockatoo
Mx4rvVjEoZwpEbGdrcN5Y29ycA	kakao	Cocoa-ThePowder
Mx4rvVjCY5wpEbGdrcN5Y29ycA	kakaowiec	CacaoTree
Mx4rvVib2JwpEbGdrcN5Y29ycA	kaktus	Cactus
Mx4rvVib2JwpEbGdrcN5Y29ycA	kaktus	Cactus
Mx4rvVib2JwpEbGdrcN5Y29ycA	kaktus	Cactus
Mx4rwC76jpwpEbGdrcN5Y29ycA	kalambury	Charades
Mx4rwDFlVZwpEbGdrcN5Y29ycA	kalaweryt	Calaverite
Mx4rwNA8MpwpEbGdrcN5Y29ycA	kalcyt	Calcite
Mx4rwHJAD5wpEbGdrcN5Y29ycA	kalcytonina	Calcitonin
Mx4rvXr445wpEbGdrcN5Y29ycA	kalejdoskop	Kaleidoscope
Mx4rvVjPhpwpEbGdrcN5Y29ycA	kalendarz	CalendarSystem
Mx4rvVjPhpwpEbGdrcN5Y29ycA	kalendarz	CalendarSystem
Mx4rvVjPhpwpEbGdrcN5Y29ycA	kalendarz	CalendarSystem
Mx4rvVi7NpwpEbGdrcN5Y29ycA	kalendarz	Calendar-Document
Mx4r0QSDOF4BEdaAAAABAxv-7A	kalendarz komputerowy	CalendarProgram
Mx4rdYkS3MkiEdmAAAACs6hRjg	kalendarz lunarny	LunarCalendar
Mx4rvVjPhpwpEbGdrcN5Y29ycA	kalendarz oparty	CalendarSystem
Mx4rvVjPhpwpEbGdrcN5Y29ycA	kalendarz oparty	CalendarSystem
Mx4rilOaesfiEdmAAAACs6hRjg	kalendarz słoneczny	SolarCalendar
Mx4rvVjPhpwpEbGdrcN5Y29ycA	kalendarz używany	CalendarSystem
Mx4rvVjPhpwpEbGdrcN5Y29ycA	kalendarz używany	CalendarSystem
Mx4rvgEU5pwpEbGdrcN5Y29ycA	kalendarzowa pora roku	CalendarSeason
Mx4rvgEW85wpEbGdrcN5Y29ycA	kalendarzowa zima	CalendarWinter
Mx4rv4ZrL5wpEbGdrcN5Y29ycA	kalesony	LongUnderwear
Mx4rwQr6eZwpEbGdrcN5Y29ycA	kaliber	Caliber
Mx4rfXyMUrgqEdmAAAACs0x8nw	kalifat	Caliphate
Mx4rv6lIJpwpEbGdrcN5Y29ycA	kaliforn	Californium
Mx4rvnTZ5ZwpEbGdrcN5Y29ycA	kaligrafia	Calligraphy-ArtObject
Mx4rvu8YQpwpEbGdrcN5Y29ycA	kaligrafowanie	CalligraphyWriting
Mx4rvVjatJwpEbGdrcN5Y29ycA	kalkulator	Calculator
Mx4rveW_XZwpEbGdrcN5Y29ycA	kalkulator kredytu komunikacyjnego	AutoLoanCalculatorProgram
Mx4rvnLReJwpEbGdrcN5Y29ycA	kalkulator wynagrodzeń	SalaryCalculator
Mx4rvyNZLpwpEbGdrcN5Y29ycA	kaloria	Kilocalorie
Mx4rXX0VRDFyEduAAAACs6hRXg	kalorymetr	Calorimeter
Mx4rvViPbZwpEbGdrcN5Y29ycA	kalosz	RubberBoot
Mx4rwSwz5pwpEbGdrcN5Y29ycA	kalosz dla konia	HorseBellBoot
Mx4rvVjxLJwpEbGdrcN5Y29ycA	kameleon	Chameleon
Mx4rvVil2pwpEbGdrcN5Y29ycA	kamelia	Camellia
Mx4r0k4LjJlbQdiCDMRXfw26pQ	kamera	FilmCamera
Mx4rvXmVQJwpEbGdrcN5Y29ycA	kamera cyfrowa	DigitalCamcorder
Mx4rwP1kOJwpEbGdrcN5Y29ycA	kamica nerkowa	KidneyStone
Mx4rwP1kfJwpEbGdrcN5Y29ycA	kamica nerkowa	KidneyStoneCondition
Mx4rwP1coZwpEbGdrcN5Y29ycA	kamica żółciowa	GallStoneCondition
Mx4rwP1dhpwpEbGdrcN5Y29ycA	kamica żółciowa	GallStone
Mx4rwPK1qJwpEbGdrcN5Y29ycA	kamieniołom	Quarry
Mx4rvViKmpwpEbGdrcN5Y29ycA	kamienna rzeźba	StoneSculpture
Mx4rwPlTUJwpEbGdrcN5Y29ycA	kamień księżycowy	Moonstone-Gem
Mx4r5Pl6vi0NQdmGw4yMdAS9tg	kamień nazębny	TartarStuff
Mx4rvu_kT5wpEbGdrcN5Y29ycA	kamień półszlachetny	SemipreciousStone
Mx4rwQCKX5wpEbGdrcN5Y29ycA	kamień szlachetny	GemStone
Mx4rv3n4yJwpEbGdrcN5Y29ycA	kamień szlachetny	PreciousStone
Mx4rvViz95wpEbGdrcN5Y29ycA	kamizelka	Vest
Mx4rvbKocJwpEbGdrcN5Y29ycA	kamizelka kuloodporna	Vest-Bulletproof
Mx4rvp3Q-ZwpEbGdrcN5Y29ycA	kamizelka nurkowa	ScubaVest
Mx4rvVi1HJwpEbGdrcN5Y29ycA	kamizelka ratunkowa	LifeJacket
Mx4rvmTaQZwpEbGdrcN5Y29ycA	kampania	Campaign
Mx4r_UaPEmlBQdeDaZcj6Q5tOQ	kampania na rzecz praw człowieka	HumanRightsCampaign
Mx4rvZcSBJwpEbGdrcN5Y29ycA	kampania propagandowa	PropagandaCampaign
Mx4rv_XKU5wpEbGdrcN5Y29ycA	kampania reklamowa	AdvertisingCampaign
Mx4r-Xp3KsiMEdmAAAACs6hRjg	kampania wojskowa	Campaign-MilitaryOperation
Mx4rwQB5gpwpEbGdrcN5Y29ycA	kampania wyborcza	PoliticalElectionCampaign
Mx4rLfxjIMkmEdmAAAACs6hRjg	kampanila	Campanile-BellTower
Mx4rvVj29ZwpEbGdrcN5Y29ycA	kampus	Campus
Mx4rwQwtppwpEbGdrcN5Y29ycA	kampus szkolny	SchoolCampus
Mx4rTpUk6IIuEdqAAAACs6hO_g	kampus uczelni	CollegeCampus
Mx4rvVirSZwpEbGdrcN5Y29ycA	kanadyjka	Canoe
Mx4reiHZuCzVQdiPfYFeJQdmBw	kanalizacja	Sewer
Mx4rvVj9aJwpEbGdrcN5Y29ycA	kanalizacja	SewerSystem
Mx4rvVj2xZwpEbGdrcN5Y29ycA	kanalizacja budynku	PlumbingSystem-Building
Mx4rvVj0s5wpEbGdrcN5Y29ycA	kanalizacja deszczowa	GutterSystem
Mx4rwQB8jpwpEbGdrcN5Y29ycA	kanapka	Sandwich
Mx4rvafJOJwpEbGdrcN5Y29ycA	kanarek	Canary
Mx4rvqDH9JwpEbGdrcN5Y29ycA	kanasta	Canasta
Mx4rvVjzcZwpEbGdrcN5Y29ycA	kanał	Canal
Mx4rAg0xZHU0Ed2AAAATco72kA	kanał anatomiczny	AnatomicalConduit
Mx4rRI_I3CTeQdeWUK9UOSA7Mw	kanał nawadniający	IrrigationCanal
Mx4rSfKTAiTbQdeOxqgl1eBn7w	kanał odwadniający	DrainageCanal
Mx4rvViWxpwpEbGdrcN5Y29ycA	kanał łzowy	TearDuct
Mx4rvypInpwpEbGdrcN5Y29ycA	kanał łzowy	LacrimalCanal
Mx4rvoYwuZwpEbGdrcN5Y29ycA	kancelaria prawna	LawFirm
Mx4rvVjkKZwpEbGdrcN5Y29ycA	kanclerz	Chancellor-HeadOfGovernment
Mx4rwQB3y5wpEbGdrcN5Y29ycA	kandydat na prezydenta	PresidentialCandidate
Mx4rv4AMiJwpEbGdrcN5Y29ycA	kandydat w wyborach	ElectoralCandidate
Mx4rvVj0f5wpEbGdrcN5Y29ycA	kangur	Kangaroo
Mx4rwFVtrpwpEbGdrcN5Y29ycA	kania	Kite-TheBird
Mx4rq62uDqAzQdiT6MyuMWko1Q	kanibal	Cannibal
Mx4rqi6EkKAzQdiWe97cjwsuiw	kanibalizm	Cannibalism
Mx4rvVimhpwpEbGdrcN5Y29ycA	kanister	GasCan
Mx4rJ-kn1hyfQdmHf-Znn5NdIA	kankan	Cancan-StyleOfDance
Mx4rwQYe0JwpEbGdrcN5Y29ycA	kantalup	CantaloupePlant
Mx4rfufeILgqEdmAAAACs0x8nw	kanton	Canton-Swiss
Mx4rZLDuzrjBEdmAAAACs6hRjg	kantonizacja	DividingIntoCantons
Mx4ryX2CHC9XQdiER6mrOlSAAw	kantor	Cantor
Mx4rv9JB55wpEbGdrcN5Y29ycA	kantor	CurrencyExchangeCompany
Mx4rvrzy2pwpEbGdrcN5Y29ycA	kaolinit	Kaolinite
Mx4rvgNgXJwpEbGdrcN5Y29ycA	kapar	Caper-TheCondiment
Mx4rvVkIrJwpEbGdrcN5Y29ycA	kapar ciernisty	Caper-Plant
Mx4rGftzplxcEdqAAAACs71DGQ	kapelan	Chaplain
Mx4rvVilJZwpEbGdrcN5Y29ycA	kapelusz	Hat
Mx4rwPftIpwpEbGdrcN5Y29ycA	kapelusz czarownicy	WitchHat
Mx4rvgHxzpwpEbGdrcN5Y29ycA	kapelusz przeciwsłoneczny	SunHat
Mx4rvgHkSJwpEbGdrcN5Y29ycA	kapelusz słomkowy	StrawHat
Mx4rvVjqh5wpEbGdrcN5Y29ycA	kapeć	Slipper
Mx4rvWNLRpwpEbGdrcN5Y29ycA	kapibara	Capybara
Mx4rvVjT3ZwpEbGdrcN5Y29ycA	kapitalizm	Capitalism
Mx4rvViQaZwpEbGdrcN5Y29ycA	kapitan	ShipCaptain
Mx4rMp7WsnS9EdaAAACgyZzFrg	kapitan	Captain-Rank
Mx4rv-CqQJwpEbGdrcN5Y29ycA	kapitan zbiornikowca	TankerCaptain
Mx4rvViQaZwpEbGdrcN5Y29ycA	kapitanka	ShipCaptain
Mx4rFb-ALry3EdmAAAACs6hRjg	kapitał	Capital
Mx4rv4J3IZwpEbGdrcN5Y29ycA	kaplica	Chapel
Mx4rtVv7uHS7EdaAAACgyZzFrg	kapral	LanceCorporal-Rank
Mx4rwQBxzJwpEbGdrcN5Y29ycA	kapsułka	CapsuleDrug
Mx4rwQBzSpwpEbGdrcN5Y29ycA	kapsułka o zmodyfikowanym uwalnianiu	CapsuleTimeRelease
Mx4rvVjcSpwpEbGdrcN5Y29ycA	kaptur	HoodOfGarment
Mx4rv3oUfZwpEbGdrcN5Y29ycA	kapturnica górska	GreenPitcherPlant
Mx4rleGrsQCZEdeApQADR6QijQ	kapucynka	Capuchin
Mx4rleGEogCZEdeApQADR6QijQ	kapucynka właściwa	WhiteFacedCapuchin
Mx4rvVioqpwpEbGdrcN5Y29ycA	kapusta	CabbagePlant
Mx4rwQCONJwpEbGdrcN5Y29ycA	kapusta	Cabbage-Foodstuff
Mx4rvYhVmpwpEbGdrcN5Y29ycA	kapusta kiszona	Sauerkraut
Mx4rvVjZupwpEbGdrcN5Y29ycA	kara	Punishment
Mx4rvVjZupwpEbGdrcN5Y29ycA	kara	Punishment
Mx4rvVjZupwpEbGdrcN5Y29ycA	kara	Punishment
Mx4rvVjZupwpEbGdrcN5Y29ycA	kara polegająca	Punishment
Mx4rvVjZupwpEbGdrcN5Y29ycA	kara polegająca	Punishment
Mx4rvWBGtJwpEbGdrcN5Y29ycA	kara pozbawienia wolności	PrisonSentencePunishment
Mx4rvVjZupwpEbGdrcN5Y29ycA	kara stosowana	Punishment
Mx4rvVjZupwpEbGdrcN5Y29ycA	kara stosowana	Punishment
Mx4rvVjZupwpEbGdrcN5Y29ycA	kara zmuszająca	Punishment
Mx4rvVjZupwpEbGdrcN5Y29ycA	kara zmuszająca	Punishment
Mx4rwQrhWpwpEbGdrcN5Y29ycA	karabin	Rifle
Mx4rwQCTkpwpEbGdrcN5Y29ycA	karabin maszynowy	MachineGun
Mx4rvVo6MZwpEbGdrcN5Y29ycA	karabin myśliwski	HuntingRifle
Mx4rvkG_ypwpEbGdrcN5Y29ycA	karabin samopowtarzalny	BattleRifle
Mx4rwKtqgJwpEbGdrcN5Y29ycA	karabin snajperski	SniperRifle
Mx4rvVucDpwpEbGdrcN5Y29ycA	karabin szturmowy	AssaultRifle
Mx4rwGpEspwpEbGdrcN5Y29ycA	karafka	Carafe
Mx4rvViJOpwpEbGdrcN5Y29ycA	karaluch	Cockroach
Mx4rvViZKJwpEbGdrcN5Y29ycA	karanie	Punishing
Mx4rt9jf9hIXQdeW3dNaa6cGtA	karateka	Karateka
Mx4rUb0EfC_fQdiOcoDezP4I4w	karawana	Caravan
Mx4rlqErqnXLQdeLaP9eHjTigA	karbid	CalciumCarbide
Mx4rumqDzitgQdiL1LEyEC84-w	karczoch	Artichoke
Mx4rwQrpT5wpEbGdrcN5Y29ycA	kardiochirurg	CardiovascularSurgeon
Mx4rvViLqZwpEbGdrcN5Y29ycA	kardiolog	Cardiologist
Mx4rwQroVZwpEbGdrcN5Y29ycA	kardiolog dziecięcy	PediatricCardiologist
Mx4rvq7DnpwpEbGdrcN5Y29ycA	kardiolog elektrofizjolog	CardiacElectroPhysiologist
Mx4rwP1FlpwpEbGdrcN5Y29ycA	kardiomonitor	EKGMonitor
Mx4rvVop-pwpEbGdrcN5Y29ycA	kardynał	Cardinal-Bird
Mx4rv1YgM5wpEbGdrcN5Y29ycA	kardynał	Cardinal-CatholicBishop
Mx4rvViM0pwpEbGdrcN5Y29ycA	karetka pogotowia	Ambulance
Mx4rkLyjGg7lQdeDTPVUBSAEbA	kariera naukowa	ScientificCareer
Mx4rv1EC8pwpEbGdrcN5Y29ycA	karimata	SleepingPad
Mx4rwGA-8JwpEbGdrcN5Y29ycA	karlica	HumanWithProportionateDwarfism
Mx4rvh93XZwpEbGdrcN5Y29ycA	karma	Karma
Mx4rvViMvpwpEbGdrcN5Y29ycA	karma dla kotów	CatFood
Mx4rvViNAJwpEbGdrcN5Y29ycA	karma dla psa	DogFood
Mx4rv7zw7pwpEbGdrcN5Y29ycA	karma dla ptaków	BirdFood
Mx4rvbsrfpwpEbGdrcN5Y29ycA	karma dla rybek	FishFood
Mx4rvViMO5wpEbGdrcN5Y29ycA	karma dla zwierząt domowych	DomesticatedAnimalFood
Mx4rwKj1B5wpEbGdrcN5Y29ycA	karmel	Caramel
Mx4rebxw8rKeEdmAhAACs6hRjg	karmelizacja	CaramelizingSomething
Mx4rwP1koZwpEbGdrcN5Y29ycA	karmienie dożylne	IntravenousFeeding
Mx4rwCxYkpwpEbGdrcN5Y29ycA	karmienie dziecka	NursingHumanYoung
Mx4rvVjKzZwpEbGdrcN5Y29ycA	karmienie młodego	NursingYoung
Mx4rv5_YeZwpEbGdrcN5Y29ycA	karmnik dla ptaków	BirdFeeder
Mx4rwPzrQ5wpEbGdrcN5Y29ycA	karnawał	Carnival
Mx4rwP1WBZwpEbGdrcN5Y29ycA	karnisz	CurtainRod
Mx4rvjqDf5wpEbGdrcN5Y29ycA	karnityna	Carnitine
Mx4rvuNExZwpEbGdrcN5Y29ycA	karnotyt	Carnotite
Mx4rwK1mVJwpEbGdrcN5Y29ycA	karo	Diamond-TheSuit
Mx4rvVi76pwpEbGdrcN5Y29ycA	karp	Carp
Mx4rwLx8_5wpEbGdrcN5Y29ycA	karta chipowa	SmartCard
Mx4rwP1JIJwpEbGdrcN5Y29ycA	karta debetowa	BankDebitCard
Mx4rv8TpGZwpEbGdrcN5Y29ycA	karta do gry	PlayingCard
Mx4rqg-zgDoYQdeOY6ItKBOryg	karta do głosowania	Ballot-Underspecified
Mx4rnb7r5joYQdeRl9r2vsYqaA	karta do głosowania	Ballot-CW
Mx4rdM97cEWxQdecZreupWoyjg	karta do głosowania	Ballot-IBO
Mx4rwLlM5pwpEbGdrcN5Y29ycA	karta dźwiękowa	SoundCard
Mx4rvVjbd5wpEbGdrcN5Y29ycA	karta graficzna	ComputerGraphicsBoard
Mx4rvVj8EpwpEbGdrcN5Y29ycA	karta komputerowa	ComputerBoard
Mx4rvViwlZwpEbGdrcN5Y29ycA	karta pamięci	ComputerMemoryBoard
Mx4rwSr5eJwpEbGdrcN5Y29ycA	karta rejestracji wyborcy	VoterRegistrationCard
Mx4rvtW68pwpEbGdrcN5Y29ycA	karta rozszerzeń	ExpansionCard
Mx4rwHndA5wpEbGdrcN5Y29ycA	karta telewizyjna	ComputerTVCard
Mx4rwP1aeZwpEbGdrcN5Y29ycA	karta ubezpieczenia społecznego	SocialSecurityCard
Mx4rwP1e85wpEbGdrcN5Y29ycA	karta wizyt	AppointmentCard
Mx4rqyZ6tMiXEdmAAAACs6hRjg	kartel naftowy	OilCartel
Mx4rLHi5MyBjEdiNYwACs6hnlQ	kartel narkotykowy	DrugCartel
Mx4rgafHGlNBQdebE9pWbO405Q	kartka bożonarodzeniowa	ChristmasCard
Mx4rwSX-mpwpEbGdrcN5Y29ycA	kartka gratulacyjna	CongratulationsCard
Mx4rvhMYxJwpEbGdrcN5Y29ycA	kartka gratulacyjna z okazji otrzymania dyplomu	GraduationCard
Mx4rvVjpnJwpEbGdrcN5Y29ycA	kartka papieru	SheetOfPaper
Mx4rvVinbZwpEbGdrcN5Y29ycA	kartka powitalna	GreetingCard
Mx4rwG-d85wpEbGdrcN5Y29ycA	kartka pożegnalna	GoodByeCard
Mx4rwHR0EpwpEbGdrcN5Y29ycA	kartka urodzinowa	BirthdayCard
Mx4rvZkq65wpEbGdrcN5Y29ycA	kartka urodzinowa	AnniversaryCard
Mx4rvgs7t5wpEbGdrcN5Y29ycA	kartka wielkanocna	EasterCard
Mx4rvn01cJwpEbGdrcN5Y29ycA	kartka z zawiadomieniem	AnnouncementCard
Mx4rwBlGrJwpEbGdrcN5Y29ycA	kartka z życzeniami powodzenia	GoodLuckCard
Mx4rvsMVMpwpEbGdrcN5Y29ycA	kartka z życzeniami szybkiego powrotu do zdrowia	GetWellCard
Mx4rv0rSAJwpEbGdrcN5Y29ycA	kartka zaręczynowa	EngagementCard
Mx4rvVi3nZwpEbGdrcN5Y29ycA	karton	Cardboard
Mx4rvbpBcJwpEbGdrcN5Y29ycA	kartoteka	CardFile
Mx4rgIdqzCqeQdiS2d67PEqoPg	kartridż	Cartridge
Mx4rvgEDJ5wpEbGdrcN5Y29ycA	karuzela	Carousel
Mx4rvfkL7pwpEbGdrcN5Y29ycA	karuzela dla niemowląt	InfantMobile
Mx4rwLlPL5wpEbGdrcN5Y29ycA	karłowatość	Dwarfism
Mx4rvXb-n5wpEbGdrcN5Y29ycA	karłowatość proporcjonalna	Dwarfism-Proportionate
Mx4rvVjzsZwpEbGdrcN5Y29ycA	kasa	CashRegister
Mx4rwQCMFJwpEbGdrcN5Y29ycA	kasa biletowa	TicketOffice
Mx4rwEC-wZwpEbGdrcN5Y29ycA	kasa spółdzielcza	CreditUnion
Mx4rvVkJPpwpEbGdrcN5Y29ycA	kaseta	AudioCassette
Mx4rvWNwLJwpEbGdrcN5Y29ycA	kaseta z taśmą magnetyczną	MagneticTapeCassette
Mx4rvVkAE5wpEbGdrcN5Y29ycA	kasjer	Cashier
Mx4rvVjiCpwpEbGdrcN5Y29ycA	kasjer	RetailCashier
Mx4rvViu1JwpEbGdrcN5Y29ycA	kasjer bankowy	BankTeller
Mx4rvVkAE5wpEbGdrcN5Y29ycA	kasjerka	Cashier
Mx4rvVjiCpwpEbGdrcN5Y29ycA	kasjerka	RetailCashier
Mx4rvVi1oJwpEbGdrcN5Y29ycA	kask	Helmet
Mx4rvVi03JwpEbGdrcN5Y29ycA	kask do jazdy konnej	RidingHelmet
Mx4rvVjtuZwpEbGdrcN5Y29ycA	kask futbolowy	FootballHelmet
Mx4rvVjPR5wpEbGdrcN5Y29ycA	kask hokejowy	HockeyHelmet
Mx4rqgpNPuDrQdidoNz_RcDYlg	kask motocyklowy	MotorcycleHelmet
Mx4rvVikpZwpEbGdrcN5Y29ycA	kask ochronny	SafetyHelmet
Mx4rvVj5spwpEbGdrcN5Y29ycA	kask rowerowy	BicycleHelmet
Mx4reb3Qg7KeEdmAhAACs6hRjg	kastracja	EmasculatingSomeAnimal
Mx4rvw_jMpwpEbGdrcN5Y29ycA	kasyno	Casino-Organization
Mx4rvaMuPpwpEbGdrcN5Y29ycA	kasyno	Casino-Object
Mx4rv8JlRpwpEbGdrcN5Y29ycA	kasyteryt	Cassiterite
Mx4rwQB_V5wpEbGdrcN5Y29ycA	kasza kukurydziana	CornMeal
Mx4rvVj6CZwpEbGdrcN5Y29ycA	kaszalot	SpermWhale
Mx4rvVj6SZwpEbGdrcN5Y29ycA	kaszalot	Physeterid-Physical
Mx4rwOExopwpEbGdrcN5Y29ycA	kaszel	Cough-AilmentCondition
Mx4rvVjRFJwpEbGdrcN5Y29ycA	kaszel	Coughing
Mx4rvVik0ZwpEbGdrcN5Y29ycA	kasztan	ChestnutTree
Mx4rvViuxZwpEbGdrcN5Y29ycA	kasztanowiec zwyczajny	HorseChestnutTree
Mx4ri6XfJCwGQdiV1cp0YzKHRA	kat	Executioner
Mx4rvVjvR5wpEbGdrcN5Y29ycA	katabolizm	BiologicalCatabolismEvent
Mx4rwLH5NJwpEbGdrcN5Y29ycA	katalaza	Catalase
Mx4rvVjejpwpEbGdrcN5Y29ycA	katalizator samochodowy	CatalyticConverter
Mx4rYcfcNtvvQdiGkqL51MjX4Q	katalog	Catalog-CW
Mx4rYcfcNtvvQdiGkqL51MjX4Q	katalog	Catalog-CW
Mx4r3NNXFDgtEdaHLgACs0uFOQ	katalog	FileDirectory
Mx4riKcTmtvuQdiFdZMV7GY81g	katalog	CatalogCopy
Mx4rYcfcNtvvQdiGkqL51MjX4Q	katalog	Catalog-CW
Mx4rK7ReWusLQdiPn-1zIcd5tw	katalog biblioteczny	LibraryCatalog
Mx4rYcfcNtvvQdiGkqL51MjX4Q	katalog bieżący	Catalog-CW
Mx4rYcfcNtvvQdiGkqL51MjX4Q	katalog bieżący	Catalog-CW
Mx4rYcfcNtvvQdiGkqL51MjX4Q	katalog centralny	Catalog-CW
Mx4rYcfcNtvvQdiGkqL51MjX4Q	katalog centralny	Catalog-CW
Mx4rwQBtu5wpEbGdrcN5Y29ycA	katalog obrazów	ImageCatalogue
Mx4rYcfcNtvvQdiGkqL51MjX4Q	katalog sporządzony	Catalog-CW
Mx4rYcfcNtvvQdiGkqL51MjX4Q	katalog sporządzony	Catalog-CW
Mx4rwDdJkpwpEbGdrcN5Y29ycA	katalog stron internetowych	WebDirectoryPage
Mx4rYcfcNtvvQdiGkqL51MjX4Q	katalog wskazany	Catalog-CW
Mx4rYcfcNtvvQdiGkqL51MjX4Q	katalog wskazany	Catalog-CW
Mx4rvVjVD5wpEbGdrcN5Y29ycA	katalogowanie	FilingPapers
Mx4rvViyqJwpEbGdrcN5Y29ycA	katalogowanie artefaktu	CataloguingAnArtifact
Mx4rwQCRxZwpEbGdrcN5Y29ycA	katapulta	Catapult
Mx4rwP1ZkZwpEbGdrcN5Y29ycA	katar	RunnyNose
Mx4rvwlvYJwpEbGdrcN5Y29ycA	katar sienny	HayFever
Mx4rwP1YzJwpEbGdrcN5Y29ycA	katastrofa	DisasterEvent
Mx4rvfblKZwpEbGdrcN5Y29ycA	katastrofa naturalna	NaturalDisaster
Mx4rwD4BSpwpEbGdrcN5Y29ycA	katatonia	Catatonia
Mx4rvr93TJwpEbGdrcN5Y29ycA	katecholamina	Catecholamine
Mx4rvVigPpwpEbGdrcN5Y29ycA	katedra	Cathedral
Mx4rvENcvDDwQdiLANx1r3mGKw	kategoryzowanie	Categorizing
Mx4rNG8b4fKpEdaGcgABAxv6tg	kation jednoatomowy	MonoatomicCation
Mx4rwSa4jJwpEbGdrcN5Y29ycA	katolicki podarunek	CatholicGift
Mx4rvVjnvpwpEbGdrcN5Y29ycA	katolicyzm	Catholicism
Mx4rwFAJYpwpEbGdrcN5Y29ycA	katolik	CatholicPerson
Mx4rvViq95wpEbGdrcN5Y29ycA	kauczukowiec	RubberTree
Mx4rvVkEXpwpEbGdrcN5Y29ycA	kawa	Coffee-Beverage
Mx4rfajHACNDQdeQWJUCuOgLhg	kawa bezkofeinowa	DecaffeinatedCoffee-Beverage
Mx4rvVjMF5wpEbGdrcN5Y29ycA	kawa mielona	Coffee-Ground
Mx4rvVjkr5wpEbGdrcN5Y29ycA	kawa rozpuszczalna	Coffee-Instant
Mx4rwBjRC5wpEbGdrcN5Y29ycA	kawiarnia	Cafe-Place
Mx4r_jKqehEfQdeUwOKw85DRyw	kawiarnia	CoffeeShopSpace
Mx4rwQCHQZwpEbGdrcN5Y29ycA	kawiarnia	Cafe-Organization
Mx4rv5woPpwpEbGdrcN5Y29ycA	kawior	Caviar
Mx4rvVi0IpwpEbGdrcN5Y29ycA	kawowiec	CoffeeBush
Mx4rwQrpW5wpEbGdrcN5Y29ycA	kazanie	Sermon
Mx4rwKPUnJwpEbGdrcN5Y29ycA	kazirodztwo	Incest
Mx4rA-fVJv36QdieXpz-VXmfbg	kazuar	Cassowary
Mx4rvViSBJwpEbGdrcN5Y29ycA	kałamarnica	Squid
Mx4rvclkxJwpEbGdrcN5Y29ycA	kałamarz	InkWell
Mx4rwPKnNpwpEbGdrcN5Y29ycA	kałuża	Puddle
Mx4rvVjVbpwpEbGdrcN5Y29ycA	kciuk	Thumb
Mx4rvVjEH5wpEbGdrcN5Y29ycA	keczup	Ketchup
Mx4rvVja5JwpEbGdrcN5Y29ycA	kelner	Waitperson
Mx4rvVja5JwpEbGdrcN5Y29ycA	kelnerka	Waitperson
Mx4rwPuihJwpEbGdrcN5Y29ycA	kemping	Campground
Mx4r7yBsgJ87EdaAAACgycbRww	keratyna	Keratin
Mx4rJ87u2OzrQdaJBNaXUM0EAg	keton	Ketone
Mx4rvVj1BJwpEbGdrcN5Y29ycA	keyboard	ElectronicMusicalKeyboard
Mx4rleEPcQCZEdeApQADR6QijQ	khat	Khat
Mx4rwRN-sJwpEbGdrcN5Y29ycA	kichanie	Sneezing-AilmentCondition
Mx4rvVjWgpwpEbGdrcN5Y29ycA	kielich	Calyx
Mx4rvVjveJwpEbGdrcN5Y29ycA	kielich	Sepal
